Year,Region,GDP,GDP_Type,Unit
2013,Мачванска област,2946.19,GDP per Capita,EUR
2013,Моравичка област,3992.45,GDP per Capita,EUR
2013,Поморавска област,3133.3,GDP per Capita,EUR
2013,Расинска област,2844.75,GDP per Capita,EUR
2013,Рашка област,2530.24,GDP per Capita,EUR
2013,Шумадијска област,4249.67,GDP per Capita,EUR
2013,Борска област,4512.35,GDP per Capita,EUR
2013,Браничевска област,4178.32,GDP per Capita,EUR
2013,Зајечарска област,2827.63,GDP per Capita,EUR
2013,Јабланичка област,2335.65,GDP per Capita,EUR
2013,Нишавска област,3438.29,GDP per Capita,EUR
2013,Пиротска област,4025.71,GDP per Capita,EUR
2013,Подунавска област,2273.17,GDP per Capita,EUR
2013,Пчињска област,2169.66,GDP per Capita,EUR
2013,Топличка област,2822.37,GDP per Capita,EUR
2013,Pomurska,12285.47,GDP per Capita,EUR
2013,Podravska,14862.77,GDP per Capita,EUR
2013,Koroska,14380.21,GDP per Capita,EUR
2013,Savinjska,16446.21,GDP per Capita,EUR
2013,Zasavska,10621.79,GDP per Capita,EUR
2013,Posavska,15061.83,GDP per Capita,EUR
2013,Jugovzhodna Slovenija,17130.34,GDP per Capita,EUR
2013,Primorsko-notranjska,12818.8,GDP per Capita,EUR
2013,Osrednjeslovenska,25658.77,GDP per Capita,EUR
2013,Gorenjska,15422.86,GDP per Capita,EUR
2013,Goriska,16298.72,GDP per Capita,EUR
2013,Obalno-kraska,17618.11,GDP per Capita,EUR
2014,Bjelovarsko-bilogorska županija,6976.97,GDP per Capita,EUR
2014,Virovitičko-podravska županija,5655.09,GDP per Capita,EUR
2014,Požeško-slavonska županija,5922.62,GDP per Capita,EUR
2014,Brodsko-posavska županija,5668.86,GDP per Capita,EUR
2014,Osječko-baranjska županija,8184.19,GDP per Capita,EUR
2014,Vukovarsko-srijemska županija,5984.94,GDP per Capita,EUR
2014,Karlovačka županija,7873.46,GDP per Capita,EUR
2014,Sisačko-moslavačka županija,7668.54,GDP per Capita,EUR
2014,Primorsko-goranska zupanija,13409.78,GDP per Capita,EUR
2014,Licko-senjska zupanija,8027.18,GDP per Capita,EUR
2014,Zadarska zupanija,8416.6,GDP per Capita,EUR
2014,Sibensko-kninska zupanija,8283.22,GDP per Capita,EUR
2014,Splitsko-dalmatinska zupanija,8132.46,GDP per Capita,EUR
2014,Istarska zupanija,13185.12,GDP per Capita,EUR
2014,Dubrovacko-neretvanska zupanija,10650.71,GDP per Capita,EUR
2014,Grad Zagreb,19064.9,GDP per Capita,EUR
2014,Međimurska županija,8627.07,GDP per Capita,EUR
2014,Varaždinska županija,8634.85,GDP per Capita,EUR
2014,Koprivničko-križevačka županija,8139.32,GDP per Capita,EUR
2014,Krapinsko-zagorska županija,6575.46,GDP per Capita,EUR
2014,Zagrebačka županija,7967.1,GDP per Capita,EUR
2014,Crna Gora,5684.53,GDP per Capita,EUR
2014,Vardarski,4543.47,GDP per Capita,EUR
2014,Istocen,4044.01,GDP per Capita,EUR
2014,Jugozapaden,3131.08,GDP per Capita,EUR
2014,Jugoistocen,5036.14,GDP per Capita,EUR
2014,Pelagoniski,4172.38,GDP per Capita,EUR
2014,Poloski,1942.37,GDP per Capita,EUR
2014,Severoistocen,2463.67,GDP per Capita,EUR
2014,Skopski,6068.35,GDP per Capita,EUR
2014,Београдска област,8194.36,GDP per Capita,EUR
2014,Западнобачка област,3664.26,GDP per Capita,EUR
2014,Јужнобанатска област,4273.91,GDP per Capita,EUR
2014,Јужнобачка област,6735.95,GDP per Capita,EUR
2014,Севернобанатска област,3896.18,GDP per Capita,EUR
2014,Севернобачка област,4375.71,GDP per Capita,EUR
2014,Средњобанатска област,4671.43,GDP per Capita,EUR
2014,Сремска област,4248.8,GDP per Capita,EUR
2014,Златиборска област,3728.88,GDP per Capita,EUR
2014,Колубарска област,3748.38,GDP per Capita,EUR
2014,Мачванска област,3133.3,GDP per Capita,EUR
2014,Моравичка област,4151.37,GDP per Capita,EUR
2014,Поморавска област,3412.88,GDP per Capita,EUR
2014,Расинска област,2840.97,GDP per Capita,EUR
2014,Рашка област,2523.7,GDP per Capita,EUR
2014,Шумадијска област,4625.49,GDP per Capita,EUR
2014,Борска област,4134.49,GDP per Capita,EUR
2014,Браничевска област,4000.68,GDP per Capita,EUR
2014,Зајечарска област,3134.03,GDP per Capita,EUR
2014,Јабланичка област,2420.72,GDP per Capita,EUR
2014,Нишавска област,3550.32,GDP per Capita,EUR
2014,Пиротска област,3983.63,GDP per Capita,EUR
2014,Подунавска област,2178.22,GDP per Capita,EUR
2014,Пчињска област,2167.17,GDP per Capita,EUR
2014,Топличка област,2752.23,GDP per Capita,EUR
2014,Pomurska,12637.16,GDP per Capita,EUR
2014,Podravska,15410.45,GDP per Capita,EUR
2014,Koroska,14805.32,GDP per Capita,EUR
2014,Savinjska,16871.83,GDP per Capita,EUR
2014,Zasavska,10480.72,GDP per Capita,EUR
2014,Posavska,15448.54,GDP per Capita,EUR
2014,Jugovzhodna Slovenija,17555.71,GDP per Capita,EUR
2014,Primorsko-notranjska,13343.49,GDP per Capita,EUR
2014,Osrednjeslovenska,26175.08,GDP per Capita,EUR
2014,Gorenjska,16170.86,GDP per Capita,EUR
2014,Goriska,16694.55,GDP per Capita,EUR
2014,Obalno-kraska,17973.21,GDP per Capita,EUR
2014,Bjelovarsko-bilogorska županija,6976.97,GDP per Capita,EUR
2014,Virovitičko-podravska županija,5655.09,GDP per Capita,EUR
2014,Požeško-slavonska županija,5922.62,GDP per Capita,EUR
2014,Brodsko-posavska županija,5668.86,GDP per Capita,EUR
2014,Osječko-baranjska županija,8184.19,GDP per Capita,EUR
2014,Vukovarsko-srijemska županija,5984.94,GDP per Capita,EUR
2014,Karlovačka županija,7873.46,GDP per Capita,EUR
2014,Sisačko-moslavačka županija,7668.54,GDP per Capita,EUR
2014,Primorsko-goranska zupanija,13409.78,GDP per Capita,EUR
2014,Licko-senjska zupanija,8027.18,GDP per Capita,EUR
2014,Zadarska zupanija,8416.6,GDP per Capita,EUR
2014,Sibensko-kninska zupanija,8283.22,GDP per Capita,EUR
2014,Splitsko-dalmatinska zupanija,8132.46,GDP per Capita,EUR
2014,Istarska zupanija,13185.12,GDP per Capita,EUR
2014,Dubrovacko-neretvanska zupanija,10650.71,GDP per Capita,EUR
2014,Grad Zagreb,19064.9,GDP per Capita,EUR
2014,Međimurska županija,8627.07,GDP per Capita,EUR
2014,Varaždinska županija,8634.85,GDP per Capita,EUR
2014,Koprivničko-križevačka županija,8139.32,GDP per Capita,EUR
2014,Krapinsko-zagorska županija,6575.46,GDP per Capita,EUR
2014,Zagrebačka županija,7967.1,GDP per Capita,EUR
2014,Crna Gora,5684.53,GDP per Capita,EUR
2014,Vardarski,4543.47,GDP per Capita,EUR
2014,Istocen,4044.01,GDP per Capita,EUR
2014,Jugozapaden,3131.08,GDP per Capita,EUR
2014,Jugoistocen,5036.14,GDP per Capita,EUR
2014,Pelagoniski,4172.38,GDP per Capita,EUR
2014,Poloski,1942.37,GDP per Capita,EUR
2014,Severoistocen,2463.67,GDP per Capita,EUR
2014,Skopski,6068.35,GDP per Capita,EUR
2014,Београдска област,8194.36,GDP per Capita,EUR
2014,Западнобачка област,3664.26,GDP per Capita,EUR
2014,Јужнобанатска област,4273.91,GDP per Capita,EUR
2014,Јужнобачка област,6735.95,GDP per Capita,EUR
2014,Севернобанатска област,3896.18,GDP per Capita,EUR
2014,Севернобачка област,4375.71,GDP per Capita,EUR
2014,Средњобанатска област,4671.43,GDP per Capita,EUR
2014,Сремска област,4248.8,GDP per Capita,EUR
2014,Златиборска област,3728.88,GDP per Capita,EUR
2014,Колубарска област,3748.38,GDP per Capita,EUR
2014,Мачванска област,3133.3,GDP per Capita,EUR
2014,Моравичка област,4151.37,GDP per Capita,EUR
2014,Поморавска област,3412.88,GDP per Capita,EUR
2014,Расинска област,2840.97,GDP per Capita,EUR
2014,Рашка област,2523.7,GDP per Capita,EUR
2014,Шумадијска област,4625.49,GDP per Capita,EUR
2014,Борска област,4134.49,GDP per Capita,EUR
2014,Браничевска област,4000.68,GDP per Capita,EUR
2014,Зајечарска област,3134.03,GDP per Capita,EUR
2014,Јабланичка област,2420.72,GDP per Capita,EUR
2014,Нишавска област,3550.32,GDP per Capita,EUR
2014,Пиротска област,3983.63,GDP per Capita,EUR
2014,Подунавска област,2178.22,GDP per Capita,EUR
2014,Пчињска област,2167.17,GDP per Capita,EUR
2014,Топличка област,2752.23,GDP per Capita,EUR
2014,Pomurska,12637.16,GDP per Capita,EUR
2014,Podravska,15410.45,GDP per Capita,EUR
2014,Koroska,14805.32,GDP per Capita,EUR
2014,Savinjska,16871.83,GDP per Capita,EUR
2014,Zasavska,10480.72,GDP per Capita,EUR
2014,Posavska,15448.54,GDP per Capita,EUR
2014,Jugovzhodna Slovenija,17555.71,GDP per Capita,EUR
2014,Primorsko-notranjska,13343.49,GDP per Capita,EUR
2014,Osrednjeslovenska,26175.08,GDP per Capita,EUR
2014,Gorenjska,16170.86,GDP per Capita,EUR
2014,Goriska,16694.55,GDP per Capita,EUR
2014,Obalno-kraska,17973.21,GDP per Capita,EUR
2015,Bjelovarsko-bilogorska županija,7266.14,GDP per Capita,EUR
2015,Virovitičko-podravska županija,5807.92,GDP per Capita,EUR
2015,Požeško-slavonska županija,6093.24,GDP per Capita,EUR
2015,Brodsko-posavska županija,5924.52,GDP per Capita,EUR
2015,Osječko-baranjska županija,8492.03,GDP per Capita,EUR
2015,Vukovarsko-srijemska županija,6297.72,GDP per Capita,EUR
2015,Karlovačka županija,8192.61,GDP per Capita,EUR
2015,Sisačko-moslavačka županija,8123.23,GDP per Capita,EUR
2015,Primorsko-goranska zupanija,13531.37,GDP per Capita,EUR
2015,Licko-senjska zupanija,8372.45,GDP per Capita,EUR
2015,Zadarska zupanija,8778.08,GDP per Capita,EUR
2015,Sibensko-kninska zupanija,8469.27,GDP per Capita,EUR
2015,Splitsko-dalmatinska zupanija,8467.5,GDP per Capita,EUR
2015,Istarska zupanija,13653.95,GDP per Capita,EUR
2015,Dubrovacko-neretvanska zupanija,11153.34,GDP per Capita,EUR
2015,Grad Zagreb,19664.24,GDP per Capita,EUR
2015,Međimurska županija,8859.98,GDP per Capita,EUR
2015,Varaždinska županija,8948.06,GDP per Capita,EUR
2015,Koprivničko-križevačka županija,8314.38,GDP per Capita,EUR
2015,Krapinsko-zagorska županija,6846.49,GDP per Capita,EUR
2015,Zagrebačka županija,8292.09,GDP per Capita,EUR
2015,Crna Gora,5873.89,GDP per Capita,EUR
2015,Vardarski,4731.8,GDP per Capita,EUR
2015,Istocen,4117.04,GDP per Capita,EUR
2015,Jugozapaden,3456.02,GDP per Capita,EUR
2015,Jugoistocen,5125.4,GDP per Capita,EUR
2015,Pelagoniski,4234.16,GDP per Capita,EUR
2015,Poloski,1977.95,GDP per Capita,EUR
2015,Severoistocen,2665.43,GDP per Capita,EUR
2015,Skopski,6280.0,GDP per Capita,EUR
2015,Београдска област,8474.14,GDP per Capita,EUR
2015,Западнобачка област,3985.31,GDP per Capita,EUR
2015,Јужнобанатска област,4255.51,GDP per Capita,EUR
2015,Јужнобачка област,6410.42,GDP per Capita,EUR
2015,Севернобанатска област,4156.86,GDP per Capita,EUR
2015,Севернобачка област,4621.4,GDP per Capita,EUR
2015,Средњобанатска област,4618.26,GDP per Capita,EUR
2015,Сремска област,4419.06,GDP per Capita,EUR
2015,Златиборска област,3881.83,GDP per Capita,EUR
2015,Колубарска област,3972.9,GDP per Capita,EUR
2015,Мачванска област,3207.25,GDP per Capita,EUR
2015,Моравичка област,4258.13,GDP per Capita,EUR
2015,Поморавска област,3239.38,GDP per Capita,EUR
2015,Расинска област,3075.23,GDP per Capita,EUR
2015,Рашка област,2614.42,GDP per Capita,EUR
2015,Шумадијска област,4719.23,GDP per Capita,EUR
2015,Борска област,4042.07,GDP per Capita,EUR
2015,Браничевска област,4085.43,GDP per Capita,EUR
2015,Зајечарска област,3127.38,GDP per Capita,EUR
2015,Јабланичка област,2492.05,GDP per Capita,EUR
2015,Нишавска област,3530.93,GDP per Capita,EUR
2015,Пиротска област,4580.02,GDP per Capita,EUR
2015,Подунавска област,2127.2,GDP per Capita,EUR
2015,Пчињска област,2340.81,GDP per Capita,EUR
2015,Топличка област,2862.37,GDP per Capita,EUR
2015,Pomurska,12666.38,GDP per Capita,EUR
2015,Podravska,15549.32,GDP per Capita,EUR
2015,Koroska,15317.98,GDP per Capita,EUR
2015,Savinjska,17405.81,GDP per Capita,EUR
2015,Zasavska,10213.65,GDP per Capita,EUR
2015,Posavska,15792.18,GDP per Capita,EUR
2015,Jugovzhodna Slovenija,17947.6,GDP per Capita,EUR
2015,Primorsko-notranjska,14050.61,GDP per Capita,EUR
2015,Osrednjeslovenska,26540.16,GDP per Capita,EUR
2015,Gorenjska,16630.06,GDP per Capita,EUR
2015,Goriska,17276.03,GDP per Capita,EUR
2015,Obalno-kraska,18795.93,GDP per Capita,EUR
2015,Bjelovarsko-bilogorska županija,7266.14,GDP per Capita,EUR
2015,Virovitičko-podravska županija,5807.92,GDP per Capita,EUR
2015,Požeško-slavonska županija,6093.24,GDP per Capita,EUR
2015,Brodsko-posavska županija,5924.52,GDP per Capita,EUR
2015,Osječko-baranjska županija,8492.03,GDP per Capita,EUR
2015,Vukovarsko-srijemska županija,6297.72,GDP per Capita,EUR
2015,Karlovačka županija,8192.61,GDP per Capita,EUR
2015,Sisačko-moslavačka županija,8123.23,GDP per Capita,EUR
2015,Primorsko-goranska zupanija,13531.37,GDP per Capita,EUR
2015,Licko-senjska zupanija,8372.45,GDP per Capita,EUR
2015,Zadarska zupanija,8778.08,GDP per Capita,EUR
2015,Sibensko-kninska zupanija,8469.27,GDP per Capita,EUR
2015,Splitsko-dalmatinska zupanija,8467.5,GDP per Capita,EUR
2015,Istarska zupanija,13653.95,GDP per Capita,EUR
2015,Dubrovacko-neretvanska zupanija,11153.34,GDP per Capita,EUR
2015,Grad Zagreb,19664.24,GDP per Capita,EUR
2015,Međimurska županija,8859.98,GDP per Capita,EUR
2015,Varaždinska županija,8948.06,GDP per Capita,EUR
2015,Koprivničko-križevačka županija,8314.38,GDP per Capita,EUR
2015,Krapinsko-zagorska županija,6846.49,GDP per Capita,EUR
2015,Zagrebačka županija,8292.09,GDP per Capita,EUR
2015,Crna Gora,5873.89,GDP per Capita,EUR
2015,Vardarski,4731.8,GDP per Capita,EUR
2015,Istocen,4117.04,GDP per Capita,EUR
2015,Jugozapaden,3456.02,GDP per Capita,EUR
2015,Jugoistocen,5125.4,GDP per Capita,EUR
2015,Pelagoniski,4234.16,GDP per Capita,EUR
2015,Poloski,1977.95,GDP per Capita,EUR
2015,Severoistocen,2665.43,GDP per Capita,EUR
2015,Skopski,6280.0,GDP per Capita,EUR
2015,Београдска област,8474.14,GDP per Capita,EUR
2015,Западнобачка област,3985.31,GDP per Capita,EUR
2015,Јужнобанатска област,4255.51,GDP per Capita,EUR
2015,Јужнобачка област,6410.42,GDP per Capita,EUR
2015,Севернобанатска област,4156.86,GDP per Capita,EUR
2015,Севернобачка област,4621.4,GDP per Capita,EUR
2015,Средњобанатска област,4618.26,GDP per Capita,EUR
2015,Сремска област,4419.06,GDP per Capita,EUR
2015,Златиборска област,3881.83,GDP per Capita,EUR
2015,Колубарска област,3972.9,GDP per Capita,EUR
2015,Мачванска област,3207.25,GDP per Capita,EUR
2015,Моравичка област,4258.13,GDP per Capita,EUR
2015,Поморавска област,3239.38,GDP per Capita,EUR
2015,Расинска област,3075.23,GDP per Capita,EUR
2015,Рашка област,2614.42,GDP per Capita,EUR
2015,Шумадијска област,4719.23,GDP per Capita,EUR
2015,Борска област,4042.07,GDP per Capita,EUR
2015,Браничевска област,4085.43,GDP per Capita,EUR
2015,Зајечарска област,3127.38,GDP per Capita,EUR
2015,Јабланичка област,2492.05,GDP per Capita,EUR
2015,Нишавска област,3530.93,GDP per Capita,EUR
2015,Пиротска област,4580.02,GDP per Capita,EUR
2015,Подунавска област,2127.2,GDP per Capita,EUR
2015,Пчињска област,2340.81,GDP per Capita,EUR
2015,Топличка област,2862.37,GDP per Capita,EUR
2015,Pomurska,12666.38,GDP per Capita,EUR
2015,Podravska,15549.32,GDP per Capita,EUR
2015,Koroska,15317.98,GDP per Capita,EUR
2015,Savinjska,17405.81,GDP per Capita,EUR
2015,Zasavska,10213.65,GDP per Capita,EUR
2015,Posavska,15792.18,GDP per Capita,EUR
2015,Jugovzhodna Slovenija,17947.6,GDP per Capita,EUR
2015,Primorsko-notranjska,14050.61,GDP per Capita,EUR
2015,Osrednjeslovenska,26540.16,GDP per Capita,EUR
2015,Gorenjska,16630.06,GDP per Capita,EUR
2015,Goriska,17276.03,GDP per Capita,EUR
2015,Obalno-kraska,18795.93,GDP per Capita,EUR
2016,Bjelovarsko-bilogorska županija,7757.53,GDP per Capita,EUR
2016,Virovitičko-podravska županija,6183.24,GDP per Capita,EUR
2016,Požeško-slavonska županija,6372.31,GDP per Capita,EUR
2016,Brodsko-posavska županija,6267.16,GDP per Capita,EUR
2016,Osječko-baranjska županija,8949.46,GDP per Capita,EUR
2016,Vukovarsko-srijemska županija,6672.06,GDP per Capita,EUR
2016,Karlovačka županija,8638.84,GDP per Capita,EUR
2016,Sisačko-moslavačka županija,8095.1,GDP per Capita,EUR
2016,Primorsko-goranska zupanija,13933.77,GDP per Capita,EUR
2016,Licko-senjska zupanija,8747.8,GDP per Capita,EUR
2016,Zadarska zupanija,9244.35,GDP per Capita,EUR
2016,Sibensko-kninska zupanija,8886.51,GDP per Capita,EUR
2016,Splitsko-dalmatinska zupanija,8897.64,GDP per Capita,EUR
2016,Istarska zupanija,14612.5,GDP per Capita,EUR
2016,Dubrovacko-neretvanska zupanija,11853.98,GDP per Capita,EUR
2016,Grad Zagreb,20398.15,GDP per Capita,EUR
2016,Međimurska županija,9393.64,GDP per Capita,EUR
2016,Varaždinska županija,9559.86,GDP per Capita,EUR
2016,Koprivničko-križevačka županija,8790.89,GDP per Capita,EUR
2016,Krapinsko-zagorska županija,7362.12,GDP per Capita,EUR
2016,Zagrebačka županija,8622.62,GDP per Capita,EUR
2016,Crna Gora,6045.8,GDP per Capita,EUR
2016,Vardarski,4741.98,GDP per Capita,EUR
2016,Istocen,4173.44,GDP per Capita,EUR
2016,Jugozapaden,3484.94,GDP per Capita,EUR
2016,Jugoistocen,5364.28,GDP per Capita,EUR
2016,Pelagoniski,4430.17,GDP per Capita,EUR
2016,Poloski,2079.63,GDP per Capita,EUR
2016,Severoistocen,2640.93,GDP per Capita,EUR
2016,Skopski,6457.08,GDP per Capita,EUR
2016,Београдска област,8805.91,GDP per Capita,EUR
2016,Западнобачка област,4072.78,GDP per Capita,EUR
2016,Јужнобанатска област,4668.47,GDP per Capita,EUR
2016,Јужнобачка област,6632.51,GDP per Capita,EUR
2016,Севернобанатска област,4206.31,GDP per Capita,EUR
2016,Севернобачка област,4869.71,GDP per Capita,EUR
2016,Средњобанатска област,4637.66,GDP per Capita,EUR
2016,Сремска област,4690.67,GDP per Capita,EUR
2016,Златиборска област,4174.62,GDP per Capita,EUR
2016,Колубарска област,4004.8,GDP per Capita,EUR
2016,Мачванска област,3244.37,GDP per Capita,EUR
2016,Моравичка област,4476.94,GDP per Capita,EUR
2016,Поморавска област,3261.73,GDP per Capita,EUR
2016,Расинска област,3136.57,GDP per Capita,EUR
2016,Рашка област,2652.5,GDP per Capita,EUR
2016,Шумадијска област,4643.34,GDP per Capita,EUR
2016,Борска област,4289.02,GDP per Capita,EUR
2016,Браничевска област,4185.02,GDP per Capita,EUR
2016,Зајечарска област,3050.27,GDP per Capita,EUR
2016,Јабланичка област,2603.21,GDP per Capita,EUR
2016,Нишавска област,3773.43,GDP per Capita,EUR
2016,Пиротска област,4661.0,GDP per Capita,EUR
2016,Подунавска област,2235.54,GDP per Capita,EUR
2016,Пчињска област,2335.25,GDP per Capita,EUR
2016,Топличка област,2994.32,GDP per Capita,EUR
2016,Pomurska,13214.78,GDP per Capita,EUR
2016,Podravska,15893.37,GDP per Capita,EUR
2016,Koroska,15764.57,GDP per Capita,EUR
2016,Savinjska,17852.24,GDP per Capita,EUR
2016,Zasavska,10391.44,GDP per Capita,EUR
2016,Posavska,16254.13,GDP per Capita,EUR
2016,Jugovzhodna Slovenija,18316.05,GDP per Capita,EUR
2016,Primorsko-notranjska,14547.53,GDP per Capita,EUR
2016,Osrednjeslovenska,27465.8,GDP per Capita,EUR
2016,Gorenjska,17039.13,GDP per Capita,EUR
2016,Goriska,17898.26,GDP per Capita,EUR
2016,Obalno-kraska,19366.66,GDP per Capita,EUR
2016,Bjelovarsko-bilogorska županija,7757.53,GDP per Capita,EUR
2016,Virovitičko-podravska županija,6183.24,GDP per Capita,EUR
2016,Požeško-slavonska županija,6372.31,GDP per Capita,EUR
2016,Brodsko-posavska županija,6267.16,GDP per Capita,EUR
2016,Osječko-baranjska županija,8949.46,GDP per Capita,EUR
2016,Vukovarsko-srijemska županija,6672.06,GDP per Capita,EUR
2016,Karlovačka županija,8638.84,GDP per Capita,EUR
2016,Sisačko-moslavačka županija,8095.1,GDP per Capita,EUR
2016,Primorsko-goranska zupanija,13933.77,GDP per Capita,EUR
2016,Licko-senjska zupanija,8747.8,GDP per Capita,EUR
2016,Zadarska zupanija,9244.35,GDP per Capita,EUR
2016,Sibensko-kninska zupanija,8886.51,GDP per Capita,EUR
2016,Splitsko-dalmatinska zupanija,8897.64,GDP per Capita,EUR
2016,Istarska zupanija,14612.5,GDP per Capita,EUR
2016,Dubrovacko-neretvanska zupanija,11853.98,GDP per Capita,EUR
2016,Grad Zagreb,20398.15,GDP per Capita,EUR
2016,Međimurska županija,9393.64,GDP per Capita,EUR
2016,Varaždinska županija,9559.86,GDP per Capita,EUR
2016,Koprivničko-križevačka županija,8790.89,GDP per Capita,EUR
2016,Krapinsko-zagorska županija,7362.12,GDP per Capita,EUR
2016,Zagrebačka županija,8622.62,GDP per Capita,EUR
2016,Crna Gora,6045.8,GDP per Capita,EUR
2016,Vardarski,4741.98,GDP per Capita,EUR
2016,Istocen,4173.44,GDP per Capita,EUR
2016,Jugozapaden,3484.94,GDP per Capita,EUR
2016,Jugoistocen,5364.28,GDP per Capita,EUR
2016,Pelagoniski,4430.17,GDP per Capita,EUR
2016,Poloski,2079.63,GDP per Capita,EUR
2016,Severoistocen,2640.93,GDP per Capita,EUR
2016,Skopski,6457.08,GDP per Capita,EUR
2016,Београдска област,8805.91,GDP per Capita,EUR
2016,Западнобачка област,4072.78,GDP per Capita,EUR
2016,Јужнобанатска област,4668.47,GDP per Capita,EUR
2016,Јужнобачка област,6632.51,GDP per Capita,EUR
2016,Севернобанатска област,4206.31,GDP per Capita,EUR
2016,Севернобачка област,4869.71,GDP per Capita,EUR
2016,Средњобанатска област,4637.66,GDP per Capita,EUR
2016,Сремска област,4690.67,GDP per Capita,EUR
2016,Златиборска област,4174.62,GDP per Capita,EUR
2016,Колубарска област,4004.8,GDP per Capita,EUR
2016,Мачванска област,3244.37,GDP per Capita,EUR
2016,Моравичка област,4476.94,GDP per Capita,EUR
2016,Поморавска област,3261.73,GDP per Capita,EUR
2016,Расинска област,3136.57,GDP per Capita,EUR
2016,Рашка област,2652.5,GDP per Capita,EUR
2016,Шумадијска област,4643.34,GDP per Capita,EUR
2016,Борска област,4289.02,GDP per Capita,EUR
2016,Браничевска област,4185.02,GDP per Capita,EUR
2016,Зајечарска област,3050.27,GDP per Capita,EUR
2016,Јабланичка област,2603.21,GDP per Capita,EUR
2016,Нишавска област,3773.43,GDP per Capita,EUR
2016,Пиротска област,4661.0,GDP per Capita,EUR
2016,Подунавска област,2235.54,GDP per Capita,EUR
2016,Пчињска област,2335.25,GDP per Capita,EUR
2016,Топличка област,2994.32,GDP per Capita,EUR
2016,Pomurska,13214.78,GDP per Capita,EUR
2016,Podravska,15893.37,GDP per Capita,EUR
2016,Koroska,15764.57,GDP per Capita,EUR
2016,Savinjska,17852.24,GDP per Capita,EUR
2016,Zasavska,10391.44,GDP per Capita,EUR
2016,Posavska,16254.13,GDP per Capita,EUR
2016,Jugovzhodna Slovenija,18316.05,GDP per Capita,EUR
2016,Primorsko-notranjska,14547.53,GDP per Capita,EUR
2016,Osrednjeslovenska,27465.8,GDP per Capita,EUR
2016,Gorenjska,17039.13,GDP per Capita,EUR
2016,Goriska,17898.26,GDP per Capita,EUR
2016,Obalno-kraska,19366.66,GDP per Capita,EUR
2017,Bjelovarsko-bilogorska županija,7928.5,GDP per Capita,EUR
2017,Virovitičko-podravska županija,6437.43,GDP per Capita,EUR
2017,Požeško-slavonska županija,6636.57,GDP per Capita,EUR
2017,Brodsko-posavska županija,6703.66,GDP per Capita,EUR
2017,Osječko-baranjska županija,9133.35,GDP per Capita,EUR
2017,Vukovarsko-srijemska županija,7070.82,GDP per Capita,EUR
2017,Karlovačka županija,8831.59,GDP per Capita,EUR
2017,Sisačko-moslavačka županija,8312.46,GDP per Capita,EUR
2017,Primorsko-goranska zupanija,14533.91,GDP per Capita,EUR
2017,Licko-senjska zupanija,9267.37,GDP per Capita,EUR
2017,Zadarska zupanija,9972.69,GDP per Capita,EUR
2017,Sibensko-kninska zupanija,9626.6,GDP per Capita,EUR
2017,Splitsko-dalmatinska zupanija,9255.64,GDP per Capita,EUR
2017,Istarska zupanija,15100.93,GDP per Capita,EUR
2017,Dubrovacko-neretvanska zupanija,12775.1,GDP per Capita,EUR
2017,Grad Zagreb,21272.87,GDP per Capita,EUR
2017,Međimurska županija,9908.06,GDP per Capita,EUR
2017,Varaždinska županija,10222.38,GDP per Capita,EUR
2017,Koprivničko-križevačka županija,9083.38,GDP per Capita,EUR
2017,Krapinsko-zagorska županija,7820.92,GDP per Capita,EUR
2017,Zagrebačka županija,9195.11,GDP per Capita,EUR
2017,Crna Gora,6330.16,GDP per Capita,EUR
2017,Vardarski,4707.1,GDP per Capita,EUR
2017,Istocen,4431.11,GDP per Capita,EUR
2017,Jugozapaden,3645.56,GDP per Capita,EUR
2017,Jugoistocen,5339.9,GDP per Capita,EUR
2017,Pelagoniski,4411.67,GDP per Capita,EUR
2017,Poloski,2147.01,GDP per Capita,EUR
2017,Severoistocen,2660.45,GDP per Capita,EUR
2017,Skopski,6448.62,GDP per Capita,EUR
2017,Београдска област,9022.66,GDP per Capita,EUR
2017,Западнобачка област,4258.96,GDP per Capita,EUR
2017,Јужнобанатска област,4763.46,GDP per Capita,EUR
2017,Јужнобачка област,6650.04,GDP per Capita,EUR
2017,Севернобанатска област,4274.02,GDP per Capita,EUR
2017,Севернобачка област,4924.9,GDP per Capita,EUR
2017,Средњобанатска област,4639.41,GDP per Capita,EUR
2017,Сремска област,5043.72,GDP per Capita,EUR
2017,Златиборска област,4212.41,GDP per Capita,EUR
2017,Колубарска област,4125.98,GDP per Capita,EUR
2017,Мачванска област,3363.49,GDP per Capita,EUR
2017,Моравичка област,4786.42,GDP per Capita,EUR
2017,Поморавска област,3274.27,GDP per Capita,EUR
2017,Расинска област,3238.39,GDP per Capita,EUR
2017,Рашка област,2744.89,GDP per Capita,EUR
2017,Шумадијска област,4461.68,GDP per Capita,EUR
2017,Борска област,4933.81,GDP per Capita,EUR
2017,Браничевска област,4152.52,GDP per Capita,EUR
2017,Зајечарска област,2975.46,GDP per Capita,EUR
2017,Јабланичка област,2663.22,GDP per Capita,EUR
2017,Нишавска област,3921.9,GDP per Capita,EUR
2017,Пиротска област,4760.35,GDP per Capita,EUR
2017,Подунавска област,2524.19,GDP per Capita,EUR
2017,Пчињска област,2444.76,GDP per Capita,EUR
2017,Топличка област,3118.77,GDP per Capita,EUR
2017,Pomurska,13774.29,GDP per Capita,EUR
